model_name,seed,training_status,quantisation_status,training_dataset,num_training_samples,num_training_domains,randomised_training_samples,generation_strategy,prompt_type,explanation_type,response_type,response_format,evaluation_dataset,label_accuracy,misclassification_rate,combined_accuracy,malformed_label,malformed_domain,total_predictions,correct_predictions,correct_label_and_domain,Constitutional_Law_accuracy,Contracts_accuracy,Criminal_Law_accuracy,Evidence_accuracy,Real_Property_accuracy,Torts_accuracy,Civil_Procedure_accuracy,Constitutional_Law_confidence,Contracts_confidence,Criminal_Law_confidence,Evidence_confidence,Real_Property_confidence,Torts_confidence,Civil_Procedure_confidence,correct_domain_wrong_label,correct_label_wrong_domain,both_wrong
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,zero_shot,structured,answer_first,number_list,test_set_1,0.41414141414141414,0.5858585858585859,0.3939393939393939,0,5,99,41,39,0.5,0.35714285714285715,0.3076923076923077,0.4,0.35714285714285715,0.46153846153846156,0.375,0.1414141414141414,0.1414141414141414,0.1414141414141414,0.13131313131313133,0.15151515151515152,0.1414141414141414,0.15151515151515152,55,2,3
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,zero_shot,structured,answer_first,number_list,test_set_2,0.36,0.64,0.34,0,8,100,36,34,0.5714285714285714,0.2,0.5,0.4,0.2,0.14285714285714285,0.38461538461538464,0.13,0.16,0.17,0.13,0.14,0.14,0.12,58,2,6
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,zero_shot,structured,answer_first,number_list,test_set_1,0.37373737373737376,0.6262626262626263,0.36363636363636365,0,4,99,37,36,0.21428571428571427,0.5714285714285714,0.23076923076923078,0.3333333333333333,0.42857142857142855,0.38461538461538464,0.375,0.1414141414141414,0.15151515151515152,0.13131313131313133,0.13131313131313133,0.13131313131313133,0.15151515151515152,0.16161616161616163,59,1,3
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,zero_shot,structured,answer_first,number_list,test_set_2,0.43,0.5700000000000001,0.41,0,4,100,43,41,0.5714285714285714,0.3333333333333333,0.35714285714285715,0.4,0.3333333333333333,0.5,0.38461538461538464,0.14,0.16,0.14,0.14,0.14,0.13,0.14,55,2,2
llama2,seed_21,trained,full_model,all_domains_all_samples,all,"[""all""]",True,temp_06,zero_shot,structured,answer_first,number_list,test_set_1,0.494949494949495,0.505050505050505,0.494949494949495,0,3,99,49,49,0.6428571428571429,0.5714285714285714,0.46153846153846156,0.26666666666666666,0.5,0.6153846153846154,0.4375,0.1414141414141414,0.15151515151515152,0.13131313131313133,0.1414141414141414,0.13131313131313133,0.15151515151515152,0.15151515151515152,47,0,3
llama2,seed_21,trained,full_model,all_domains_all_samples,all,"[""all""]",True,temp_06,zero_shot,structured,answer_first,number_list,test_set_2,0.43,0.5700000000000001,0.42,0,5,100,43,42,0.42857142857142855,0.3333333333333333,0.6428571428571429,0.4,0.26666666666666666,0.42857142857142855,0.46153846153846156,0.14,0.15,0.14,0.14,0.15,0.13,0.13,53,1,4
llama2,seed_21,trained,full_model,all_domains_1_samples,1,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,number_list,test_set_1,0.29292929292929293,0.7070707070707071,0.1717171717171717,0,28,99,29,17,0.07142857142857142,0.35714285714285715,0.07692307692307693,0.13333333333333333,0.35714285714285715,0.23076923076923078,0.0,0.18181818181818182,0.16161616161616163,0.09090909090909091,0.1414141414141414,0.18181818181818182,0.1919191919191919,0.030303030303030304,54,12,16
llama2,seed_21,trained,full_model,all_domains_1_samples,1,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,number_list,test_set_2,0.28,0.72,0.23,0,19,100,28,23,0.2857142857142857,0.26666666666666666,0.2857142857142857,0.26666666666666666,0.26666666666666666,0.21428571428571427,0.0,0.15,0.18,0.13,0.14,0.19,0.19,0.02,58,5,14
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,number_list,test_set_1,0.31313131313131315,0.6868686868686869,0.2727272727272727,0,9,99,31,27,0.0,0.2857142857142857,0.23076923076923078,0.26666666666666666,0.42857142857142855,0.38461538461538464,0.3125,0.1414141414141414,0.1717171717171717,0.1111111111111111,0.15151515151515152,0.12121212121212122,0.13131313131313133,0.15151515151515152,63,4,5
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,number_list,test_set_2,0.42,0.5800000000000001,0.37,0,9,100,42,37,0.5,0.4,0.35714285714285715,0.4,0.3333333333333333,0.21428571428571427,0.38461538461538464,0.15,0.18,0.14,0.14,0.12,0.12,0.14,54,5,4
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,number_list,test_set_1,0.40404040404040403,0.595959595959596,0.35353535353535354,0,10,99,40,35,0.35714285714285715,0.21428571428571427,0.38461538461538464,0.26666666666666666,0.5,0.46153846153846156,0.3125,0.16161616161616163,0.16161616161616163,0.10101010101010101,0.15151515151515152,0.1414141414141414,0.12121212121212122,0.16161616161616163,54,5,5
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,number_list,test_set_2,0.33,0.6699999999999999,0.3,0,9,100,33,30,0.35714285714285715,0.26666666666666666,0.5,0.3333333333333333,0.13333333333333333,0.14285714285714285,0.38461538461538464,0.16,0.18,0.12,0.15,0.12,0.12,0.14,61,3,6
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,number_list,test_set_1,0.3939393939393939,0.6060606060606061,0.36363636363636365,0,8,99,39,36,0.21428571428571427,0.5,0.38461538461538464,0.4,0.42857142857142855,0.46153846153846156,0.1875,0.13131313131313133,0.16161616161616163,0.13131313131313133,0.13131313131313133,0.1414141414141414,0.1414141414141414,0.16161616161616163,55,3,5
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,number_list,test_set_2,0.42,0.5800000000000001,0.39,0,6,100,42,39,0.42857142857142855,0.4666666666666667,0.5714285714285714,0.4666666666666667,0.26666666666666666,0.35714285714285715,0.15384615384615385,0.14,0.17,0.15,0.14,0.13,0.13,0.13,55,3,3
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,number_list,test_set_1,0.43434343434343436,0.5656565656565656,0.3939393939393939,0,6,99,43,39,0.35714285714285715,0.5,0.3076923076923077,0.4,0.42857142857142855,0.5384615384615384,0.25,0.1414141414141414,0.1414141414141414,0.1414141414141414,0.12121212121212122,0.1414141414141414,0.15151515151515152,0.16161616161616163,54,4,2
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,number_list,test_set_2,0.45,0.55,0.43,0,4,100,45,43,0.5,0.4,0.7142857142857143,0.26666666666666666,0.4,0.42857142857142855,0.3076923076923077,0.14,0.15,0.15,0.14,0.15,0.13,0.13,53,2,2
llama2,seed_21,trained,full_model,all_domains_all_samples,all,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,number_list,test_set_1,0.47474747474747475,0.5252525252525253,0.45454545454545453,0,5,99,47,45,0.35714285714285715,0.35714285714285715,0.46153846153846156,0.4,0.6428571428571429,0.46153846153846156,0.5,0.1414141414141414,0.13131313131313133,0.13131313131313133,0.13131313131313133,0.16161616161616163,0.1414141414141414,0.16161616161616163,49,2,3
llama2,seed_21,trained,full_model,all_domains_all_samples,all,"[""all""]",True,temp_06,zero_shot,unstructured,answer_first,number_list,test_set_2,0.44,0.56,0.41,0,4,100,44,41,0.42857142857142855,0.4666666666666667,0.5,0.3333333333333333,0.4666666666666667,0.42857142857142855,0.23076923076923078,0.14,0.15,0.15,0.14,0.15,0.13,0.13,55,3,1
llama2,seed_21,trained,full_model,all_domains_1_samples,1,"[""all""]",True,temp_06,few_shot,structured,fact_first,number_list,test_set_1,0.25252525252525254,0.7474747474747474,0.16161616161616163,16,50,99,25,16,0.35714285714285715,0.0,0.3076923076923077,0.13333333333333333,0.21428571428571427,0.07692307692307693,0.0625,0.10101010101010101,0.030303030303030304,0.18181818181818182,0.08080808080808081,0.08080808080808081,0.10101010101010101,0.030303030303030304,33,9,41
llama2,seed_21,trained,full_model,all_domains_1_samples,1,"[""all""]",True,temp_06,few_shot,structured,fact_first,number_list,test_set_2,0.32,0.6799999999999999,0.16,14,56,100,32,16,0.2857142857142857,0.0,0.42857142857142855,0.13333333333333333,0.13333333333333333,0.0,0.15384615384615385,0.06,0.02,0.22,0.07,0.09,0.05,0.05,28,16,40
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,structured,fact_first,number_list,test_set_1,0.32323232323232326,0.6767676767676767,0.30303030303030304,3,10,99,32,30,0.0,0.35714285714285715,0.5384615384615384,0.26666666666666666,0.21428571428571427,0.3076923076923077,0.4375,0.12121212121212122,0.1717171717171717,0.13131313131313133,0.16161616161616163,0.09090909090909091,0.16161616161616163,0.1414141414141414,59,2,8
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,structured,fact_first,number_list,test_set_2,0.34,0.6599999999999999,0.27,0,14,100,34,27,0.35714285714285715,0.13333333333333333,0.42857142857142855,0.13333333333333333,0.2,0.35714285714285715,0.3076923076923077,0.12,0.18,0.14,0.15,0.09,0.13,0.12,59,7,7
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,structured,fact_first,number_list,test_set_1,0.3333333333333333,0.6666666666666667,0.31313131313131315,1,11,99,33,31,0.21428571428571427,0.5,0.38461538461538464,0.2,0.2857142857142857,0.3076923076923077,0.3125,0.15151515151515152,0.1414141414141414,0.12121212121212122,0.13131313131313133,0.16161616161616163,0.13131313131313133,0.16161616161616163,57,2,9
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,structured,fact_first,number_list,test_set_2,0.34,0.6599999999999999,0.32,1,5,100,34,32,0.5,0.3333333333333333,0.35714285714285715,0.3333333333333333,0.4,0.14285714285714285,0.15384615384615385,0.14,0.16,0.15,0.14,0.14,0.13,0.13,63,2,3
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,few_shot,structured,fact_first,number_list,test_set_1,0.29292929292929293,0.7070707070707071,0.29292929292929293,1,6,99,29,29,0.21428571428571427,0.2857142857142857,0.46153846153846156,0.3333333333333333,0.2857142857142857,0.38461538461538464,0.125,0.1414141414141414,0.15151515151515152,0.13131313131313133,0.1414141414141414,0.13131313131313133,0.15151515151515152,0.1414141414141414,64,0,6
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,few_shot,structured,fact_first,number_list,test_set_2,0.24,0.76,0.2,3,10,100,24,20,0.35714285714285715,0.26666666666666666,0.21428571428571427,0.13333333333333333,0.26666666666666666,0.0,0.15384615384615385,0.13,0.18,0.15,0.15,0.12,0.13,0.1,70,4,6
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,few_shot,structured,fact_first,number_list,test_set_1,0.3434343434343434,0.6565656565656566,0.32323232323232326,0,9,99,34,32,0.14285714285714285,0.6428571428571429,0.46153846153846156,0.26666666666666666,0.5,0.23076923076923078,0.0625,0.1111111111111111,0.18181818181818182,0.1414141414141414,0.1414141414141414,0.13131313131313133,0.1414141414141414,0.15151515151515152,58,2,7
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,few_shot,structured,fact_first,number_list,test_set_2,0.28,0.72,0.26,1,5,100,28,26,0.2857142857142857,0.4,0.35714285714285715,0.13333333333333333,0.26666666666666666,0.14285714285714285,0.23076923076923078,0.13,0.17,0.16,0.14,0.13,0.13,0.13,69,2,3
llama2,seed_21,trained,full_model,all_domains_all_samples,all,"[""all""]",True,temp_06,few_shot,structured,fact_first,number_list,test_set_1,0.37373737373737376,0.6262626262626263,0.36363636363636365,0,5,99,37,36,0.07142857142857142,0.42857142857142855,0.6923076923076923,0.3333333333333333,0.42857142857142855,0.46153846153846156,0.1875,0.15151515151515152,0.12121212121212122,0.12121212121212122,0.1414141414141414,0.16161616161616163,0.15151515151515152,0.15151515151515152,58,1,4
llama2,seed_21,trained,full_model,all_domains_all_samples,all,"[""all""]",True,temp_06,few_shot,structured,fact_first,number_list,test_set_2,0.33,0.6699999999999999,0.32,1,5,100,33,32,0.35714285714285715,0.4,0.5,0.26666666666666666,0.4666666666666667,0.21428571428571427,0.0,0.14,0.15,0.16,0.14,0.16,0.13,0.12,63,1,4
llama2,seed_21,trained,full_model,all_domains_1_samples,1,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,number_list,test_set_1,0.30303030303030304,0.696969696969697,0.2727272727272727,3,17,99,30,27,0.2857142857142857,0.35714285714285715,0.38461538461538464,0.2,0.14285714285714285,0.38461538461538464,0.1875,0.13131313131313133,0.18181818181818182,0.1414141414141414,0.13131313131313133,0.030303030303030304,0.15151515151515152,0.1414141414141414,55,3,14
llama2,seed_21,trained,full_model,all_domains_1_samples,1,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,number_list,test_set_2,0.36,0.64,0.29,3,24,100,36,29,0.21428571428571427,0.26666666666666666,0.42857142857142855,0.2,0.0,0.5,0.46153846153846156,0.1,0.19,0.15,0.15,0.02,0.13,0.1,47,7,17
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,number_list,test_set_1,0.15151515151515152,0.8484848484848485,0.1414141414141414,45,8,99,15,14,0.14285714285714285,0.21428571428571427,0.15384615384615385,0.13333333333333333,0.14285714285714285,0.15384615384615385,0.0625,0.1414141414141414,0.1414141414141414,0.1111111111111111,0.1414141414141414,0.1414141414141414,0.15151515151515152,0.15151515151515152,77,1,7
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,number_list,test_set_2,0.21,0.79,0.18,47,8,100,21,18,0.2857142857142857,0.2,0.2857142857142857,0.06666666666666667,0.13333333333333333,0.21428571428571427,0.07692307692307693,0.13,0.17,0.13,0.16,0.14,0.14,0.12,74,3,5
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,number_list,test_set_1,0.32323232323232326,0.6767676767676767,0.30303030303030304,10,8,99,32,30,0.21428571428571427,0.2857142857142857,0.23076923076923078,0.13333333333333333,0.35714285714285715,0.38461538461538464,0.5,0.15151515151515152,0.16161616161616163,0.1111111111111111,0.1414141414141414,0.1414141414141414,0.1414141414141414,0.15151515151515152,61,2,6
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,number_list,test_set_2,0.35,0.65,0.3,8,8,100,35,30,0.5,0.4666666666666667,0.21428571428571427,0.4,0.2,0.07142857142857142,0.23076923076923078,0.15,0.19,0.12,0.17,0.11,0.13,0.12,62,5,3
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,number_list,test_set_1,0.42424242424242425,0.5757575757575757,0.42424242424242425,1,5,99,42,42,0.21428571428571427,0.2857142857142857,0.46153846153846156,0.4,0.5714285714285714,0.6923076923076923,0.375,0.1414141414141414,0.1414141414141414,0.13131313131313133,0.13131313131313133,0.1414141414141414,0.15151515151515152,0.16161616161616163,52,0,5
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,number_list,test_set_2,0.4,0.6,0.36,3,7,100,40,36,0.5714285714285714,0.4666666666666667,0.6428571428571429,0.06666666666666667,0.26666666666666666,0.2857142857142857,0.23076923076923078,0.14,0.16,0.16,0.12,0.14,0.13,0.14,57,4,3
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,number_list,test_set_1,0.37373737373737376,0.6262626262626263,0.35353535353535354,1,5,99,37,35,0.07142857142857142,0.35714285714285715,0.38461538461538464,0.5333333333333333,0.42857142857142855,0.3076923076923077,0.375,0.1414141414141414,0.16161616161616163,0.13131313131313133,0.13131313131313133,0.12121212121212122,0.15151515151515152,0.16161616161616163,59,2,3
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,number_list,test_set_2,0.37,0.63,0.33,3,7,100,37,33,0.35714285714285715,0.5333333333333333,0.5714285714285714,0.26666666666666666,0.2,0.14285714285714285,0.23076923076923078,0.14,0.16,0.14,0.13,0.14,0.13,0.15,60,4,3
llama2,seed_21,trained,full_model,all_domains_all_samples,all,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,number_list,test_set_1,0.40404040404040403,0.595959595959596,0.3939393939393939,3,4,99,40,39,0.2857142857142857,0.2857142857142857,0.38461538461538464,0.5333333333333333,0.6428571428571429,0.38461538461538464,0.25,0.1414141414141414,0.15151515151515152,0.13131313131313133,0.13131313131313133,0.13131313131313133,0.15151515151515152,0.16161616161616163,56,1,3
llama2,seed_21,trained,full_model,all_domains_all_samples,all,"[""all""]",True,temp_06,few_shot,unstructured,fact_first,number_list,test_set_2,0.42,0.5800000000000001,0.39,1,5,100,42,39,0.5714285714285714,0.4,0.7142857142857143,0.3333333333333333,0.4,0.14285714285714285,0.15384615384615385,0.14,0.16,0.15,0.14,0.14,0.13,0.13,56,3,2
llama2,seed_21,trained,full_model,all_domains_1_samples,1,"[""all""]",True,temp_06,zero_shot,structured,fact_first,number_list,test_set_1,0.25252525252525254,0.7474747474747474,0.1414141414141414,4,34,99,25,14,0.0,0.21428571428571427,0.3076923076923077,0.13333333333333333,0.14285714285714285,0.07692307692307693,0.125,0.08080808080808081,0.20202020202020202,0.13131313131313133,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.020202020202020204,51,11,23
llama2,seed_21,trained,full_model,all_domains_1_samples,1,"[""all""]",True,temp_06,zero_shot,structured,fact_first,number_list,test_set_2,0.3,0.7,0.19,3,32,100,30,19,0.14285714285714285,0.26666666666666666,0.2857142857142857,0.26666666666666666,0.2,0.14285714285714285,0.0,0.06,0.23,0.18,0.1,0.13,0.26,0.02,49,11,21
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,zero_shot,structured,fact_first,number_list,test_set_1,0.37373737373737376,0.6262626262626263,0.3333333333333333,0,7,99,37,33,0.21428571428571427,0.21428571428571427,0.3076923076923077,0.4,0.5,0.38461538461538464,0.3125,0.16161616161616163,0.16161616161616163,0.1111111111111111,0.15151515151515152,0.13131313131313133,0.13131313131313133,0.15151515151515152,59,4,3
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,zero_shot,structured,fact_first,number_list,test_set_2,0.34,0.6599999999999999,0.31,0,9,100,34,31,0.5,0.0,0.42857142857142855,0.3333333333333333,0.2,0.2857142857142857,0.46153846153846156,0.14,0.17,0.13,0.16,0.13,0.14,0.12,60,3,6
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,structured,fact_first,number_list,test_set_1,0.3939393939393939,0.6060606060606061,0.3939393939393939,1,4,99,39,39,0.42857142857142855,0.5,0.38461538461538464,0.2,0.42857142857142855,0.5384615384615384,0.3125,0.1414141414141414,0.1414141414141414,0.13131313131313133,0.15151515151515152,0.15151515151515152,0.13131313131313133,0.15151515151515152,56,0,4
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,structured,fact_first,number_list,test_set_2,0.39,0.61,0.37,0,4,100,39,37,0.35714285714285715,0.4666666666666667,0.5,0.26666666666666666,0.5333333333333333,0.21428571428571427,0.23076923076923078,0.14,0.15,0.15,0.14,0.15,0.13,0.13,59,2,2
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,zero_shot,structured,fact_first,number_list,test_set_1,0.40404040404040403,0.595959595959596,0.3838383838383838,1,5,99,40,38,0.5,0.42857142857142855,0.3076923076923077,0.26666666666666666,0.5,0.46153846153846156,0.25,0.13131313131313133,0.16161616161616163,0.1414141414141414,0.13131313131313133,0.13131313131313133,0.15151515151515152,0.15151515151515152,56,2,3
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,zero_shot,structured,fact_first,number_list,test_set_2,0.41,0.5900000000000001,0.38,0,6,100,41,38,0.5,0.5333333333333333,0.35714285714285715,0.3333333333333333,0.3333333333333333,0.21428571428571427,0.38461538461538464,0.15,0.16,0.15,0.14,0.14,0.14,0.12,56,3,3
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,zero_shot,structured,fact_first,number_list,test_set_1,0.41414141414141414,0.5858585858585859,0.3838383838383838,0,5,99,41,38,0.5714285714285714,0.35714285714285715,0.3076923076923077,0.26666666666666666,0.42857142857142855,0.6153846153846154,0.1875,0.1414141414141414,0.16161616161616163,0.13131313131313133,0.13131313131313133,0.13131313131313133,0.1414141414141414,0.16161616161616163,56,3,2
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,zero_shot,structured,fact_first,number_list,test_set_2,0.28,0.72,0.26,0,6,100,28,26,0.21428571428571427,0.2,0.35714285714285715,0.2,0.4,0.2857142857142857,0.15384615384615385,0.14,0.17,0.13,0.14,0.13,0.13,0.15,68,2,4
llama2,seed_21,trained,full_model,all_domains_all_samples,all,"[""all""]",True,temp_06,zero_shot,structured,fact_first,number_list,test_set_1,0.3434343434343434,0.6565656565656566,0.31313131313131315,0,5,99,34,31,0.21428571428571427,0.2857142857142857,0.38461538461538464,0.4666666666666667,0.42857142857142855,0.3076923076923077,0.125,0.13131313131313133,0.1414141414141414,0.13131313131313133,0.1414141414141414,0.16161616161616163,0.1414141414141414,0.15151515151515152,63,3,2
llama2,seed_21,trained,full_model,all_domains_all_samples,all,"[""all""]",True,temp_06,zero_shot,structured,fact_first,number_list,test_set_2,0.46,0.54,0.44,0,5,100,46,44,0.5714285714285714,0.6666666666666666,0.5,0.4,0.3333333333333333,0.2857142857142857,0.3076923076923077,0.15,0.15,0.16,0.13,0.15,0.13,0.13,51,2,3
llama2,seed_21,trained,full_model,all_domains_1_samples,1,"[""all""]",True,temp_06,zero_shot,unstructured,fact_first,number_list,test_set_1,0.2222222222222222,0.7777777777777778,0.15151515151515152,11,32,99,22,15,0.21428571428571427,0.07142857142857142,0.07692307692307693,0.13333333333333333,0.35714285714285715,0.23076923076923078,0.0,0.10101010101010101,0.1717171717171717,0.09090909090909091,0.1414141414141414,0.15151515151515152,0.20202020202020202,0.04040404040404041,52,7,25
llama2,seed_21,trained,full_model,all_domains_1_samples,1,"[""all""]",True,temp_06,zero_shot,unstructured,fact_first,number_list,test_set_2,0.27,0.73,0.17,9,29,100,27,17,0.14285714285714285,0.26666666666666666,0.21428571428571427,0.13333333333333333,0.06666666666666667,0.2857142857142857,0.07692307692307693,0.13,0.21,0.14,0.12,0.14,0.18,0.05,54,10,19
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,zero_shot,unstructured,fact_first,number_list,test_set_1,0.42424242424242425,0.5757575757575757,0.37373737373737376,0,10,99,42,37,0.42857142857142855,0.42857142857142855,0.46153846153846156,0.26666666666666666,0.21428571428571427,0.5384615384615384,0.3125,0.13131313131313133,0.18181818181818182,0.1111111111111111,0.15151515151515152,0.10101010101010101,0.1414141414141414,0.16161616161616163,52,5,5
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_06,zero_shot,unstructured,fact_first,number_list,test_set_2,0.32,0.6799999999999999,0.28,1,12,100,32,28,0.42857142857142855,0.3333333333333333,0.2857142857142857,0.13333333333333333,0.3333333333333333,0.14285714285714285,0.3076923076923077,0.17,0.18,0.11,0.15,0.09,0.14,0.13,60,4,8
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,unstructured,fact_first,number_list,test_set_1,0.3838383838383838,0.6161616161616161,0.37373737373737376,2,8,99,38,37,0.21428571428571427,0.35714285714285715,0.38461538461538464,0.3333333333333333,0.35714285714285715,0.46153846153846156,0.5,0.15151515151515152,0.15151515151515152,0.1111111111111111,0.15151515151515152,0.15151515151515152,0.13131313131313133,0.15151515151515152,54,1,7
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_06,zero_shot,unstructured,fact_first,number_list,test_set_2,0.3,0.7,0.28,3,7,100,30,28,0.35714285714285715,0.2,0.35714285714285715,0.26666666666666666,0.2,0.21428571428571427,0.38461538461538464,0.14,0.16,0.13,0.15,0.15,0.14,0.12,65,2,5
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,zero_shot,unstructured,fact_first,number_list,test_set_1,0.3333333333333333,0.6666666666666667,0.3333333333333333,7,6,99,33,33,0.0,0.42857142857142855,0.6153846153846154,0.26666666666666666,0.5,0.38461538461538464,0.1875,0.13131313131313133,0.16161616161616163,0.13131313131313133,0.1414141414141414,0.13131313131313133,0.15151515151515152,0.15151515151515152,60,0,6
llama2,seed_21,trained,full_model,all_domains_75_samples,75,"[""all""]",True,temp_06,zero_shot,unstructured,fact_first,number_list,test_set_2,0.36,0.64,0.33,5,9,100,36,33,0.5,0.2,0.5,0.26666666666666666,0.2,0.42857142857142855,0.23076923076923078,0.14,0.17,0.15,0.13,0.11,0.13,0.14,58,3,6
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,zero_shot,unstructured,fact_first,number_list,test_set_1,0.31313131313131315,0.6868686868686869,0.31313131313131315,3,6,99,31,31,0.21428571428571427,0.5,0.38461538461538464,0.26666666666666666,0.42857142857142855,0.3076923076923077,0.125,0.1414141414141414,0.16161616161616163,0.1414141414141414,0.12121212121212122,0.13131313131313133,0.1414141414141414,0.16161616161616163,62,0,6
llama2,seed_21,trained,full_model,all_domains_125_samples,125,"[""all""]",True,temp_06,zero_shot,unstructured,fact_first,number_list,test_set_2,0.38,0.62,0.37,1,5,100,38,37,0.5,0.26666666666666666,0.5,0.3333333333333333,0.4666666666666667,0.35714285714285715,0.15384615384615385,0.14,0.16,0.15,0.14,0.14,0.13,0.13,58,1,4
llama2,seed_21,trained,full_model,all_domains_all_samples,all,"[""all""]",True,temp_06,zero_shot,unstructured,fact_first,number_list,test_set_1,0.3838383838383838,0.6161616161616161,0.3838383838383838,1,4,99,38,38,0.2857142857142857,0.42857142857142855,0.38461538461538464,0.2,0.7142857142857143,0.46153846153846156,0.25,0.1414141414141414,0.13131313131313133,0.13131313131313133,0.13131313131313133,0.15151515151515152,0.15151515151515152,0.16161616161616163,57,0,4
llama2,seed_21,trained,full_model,all_domains_all_samples,all,"[""all""]",True,temp_06,zero_shot,unstructured,fact_first,number_list,test_set_2,0.39,0.61,0.36,4,4,100,39,36,0.35714285714285715,0.4666666666666667,0.42857142857142855,0.26666666666666666,0.4,0.21428571428571427,0.38461538461538464,0.14,0.15,0.15,0.14,0.15,0.13,0.13,60,3,1
llama2,seed_21,trained,full_model,all_domains_1_samples,1,"[""all""]",True,temp_06,few_shot,structured,answer_first,markdown,test_set_1,0.2222222222222222,0.7777777777777778,0.08080808080808081,0,45,99,22,8,0.14285714285714285,0.0,0.15384615384615385,0.0,0.07142857142857142,0.23076923076923078,0.0,0.1717171717171717,0.10101010101010101,0.12121212121212122,0.13131313131313133,0.020202020202020204,0.1414141414141414,0.020202020202020204,46,14,31
