model_name,seed,training_status,quantisation_status,training_dataset,num_training_samples,num_training_domains,randomised_training_samples,generation_strategy,prompt_type,explanation_type,response_type,response_format,evaluation_dataset,label_accuracy,misclassification_rate,combined_accuracy,malformed_label,malformed_domain,total_predictions,correct_predictions,correct_label_and_domain,Constitutional_Law_accuracy,Contracts_accuracy,Criminal_Law_accuracy,Evidence_accuracy,Real_Property_accuracy,Torts_accuracy,Civil_Procedure_accuracy,Constitutional_Law_confidence,Contracts_confidence,Criminal_Law_confidence,Evidence_confidence,Real_Property_confidence,Torts_confidence,Civil_Procedure_confidence,correct_domain_wrong_label,correct_label_wrong_domain,both_wrong
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_09,few_shot,structured,fact_first,json,test_set_1,0.32323232323232326,0.6767676767676767,0.2828282828282828,20,10,99,32,28,0.21428571428571427,0.5,0.46153846153846156,0.2,0.21428571428571427,0.23076923076923078,0.1875,0.12121212121212122,0.1717171717171717,0.13131313131313133,0.1414141414141414,0.08080808080808081,0.15151515151515152,0.1717171717171717,61,4,6
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_09,zero_shot,unstructured,answer_first,number_list,test_set_2,0.37,0.63,0.34,0,7,100,37,34,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.26666666666666666,0.3333333333333333,0.14285714285714285,0.46153846153846156,0.15,0.17,0.14,0.14,0.13,0.11,0.15,59,3,4
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_09,few_shot,structured,answer_first,json,test_set_1,0.2828282828282828,0.7171717171717171,0.26262626262626265,0,9,99,28,26,0.21428571428571427,0.21428571428571427,0.46153846153846156,0.26666666666666666,0.2857142857142857,0.3076923076923077,0.125,0.12121212121212122,0.15151515151515152,0.13131313131313133,0.15151515151515152,0.1414141414141414,0.16161616161616163,0.1414141414141414,64,2,7
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_09,few_shot,structured,fact_first,number_list,test_set_1,0.3333333333333333,0.6666666666666667,0.30303030303030304,2,11,99,33,30,0.21428571428571427,0.42857142857142855,0.3076923076923077,0.26666666666666666,0.21428571428571427,0.46153846153846156,0.25,0.13131313131313133,0.1717171717171717,0.12121212121212122,0.16161616161616163,0.09090909090909091,0.16161616161616163,0.1414141414141414,58,3,8
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_09,few_shot,structured,answer_first,number_list,test_set_1,0.20202020202020202,0.797979797979798,0.18181818181818182,0,13,99,20,18,0.21428571428571427,0.42857142857142855,0.07692307692307693,0.13333333333333333,0.14285714285714285,0.15384615384615385,0.125,0.13131313131313133,0.20202020202020202,0.13131313131313133,0.1414141414141414,0.09090909090909091,0.1414141414141414,0.1414141414141414,68,2,11
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_09,zero_shot,structured,answer_first,number_list,test_set_2,0.29,0.71,0.27,0,7,100,29,27,0.35714285714285715,0.2,0.35714285714285715,0.26666666666666666,0.26666666666666666,0.14285714285714285,0.3076923076923077,0.14,0.15,0.13,0.15,0.15,0.14,0.13,66,2,5
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_09,zero_shot,structured,fact_first,number_list,test_set_2,0.37,0.63,0.32,0,11,100,37,32,0.35714285714285715,0.4,0.07142857142857142,0.26666666666666666,0.4,0.21428571428571427,0.5384615384615384,0.13,0.18,0.14,0.14,0.12,0.15,0.13,57,5,6
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_09,few_shot,structured,answer_first,json,test_set_2,0.33,0.6699999999999999,0.28,0,13,100,33,28,0.07142857142857142,0.4666666666666667,0.42857142857142855,0.3333333333333333,0.26666666666666666,0.14285714285714285,0.23076923076923078,0.1,0.19,0.17,0.13,0.11,0.14,0.11,59,5,8
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_09,few_shot,structured,answer_first,markdown,test_set_1,0.23232323232323232,0.7676767676767677,0.21212121212121213,0,19,99,23,21,0.42857142857142855,0.2857142857142857,0.23076923076923078,0.13333333333333333,0.07142857142857142,0.15384615384615385,0.1875,0.1414141414141414,0.26262626262626265,0.1111111111111111,0.15151515151515152,0.04040404040404041,0.16161616161616163,0.12121212121212122,59,2,17
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_09,few_shot,structured,fact_first,markdown,test_set_1,0.010101010101010102,0.98989898989899,0.010101010101010102,98,18,99,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.12121212121212122,0.25252525252525254,0.13131313131313133,0.15151515151515152,0.030303030303030304,0.15151515151515152,0.13131313131313133,80,0,18
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_09,zero_shot,structured,fact_first,markdown,test_set_2,0.34,0.6599999999999999,0.31,0,8,100,34,31,0.35714285714285715,0.4,0.2857142857142857,0.13333333333333333,0.4,0.07142857142857142,0.5384615384615384,0.13,0.14,0.16,0.13,0.16,0.14,0.13,61,3,5
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_09,zero_shot,structured,answer_first,markdown,test_set_2,0.33,0.6699999999999999,0.31,0,6,100,33,31,0.35714285714285715,0.26666666666666666,0.35714285714285715,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.38461538461538464,0.14,0.15,0.14,0.14,0.15,0.14,0.13,63,2,4
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_09,zero_shot,unstructured,answer_first,json,test_set_2,0.28,0.72,0.24,0,13,100,28,24,0.2857142857142857,0.26666666666666666,0.2857142857142857,0.13333333333333333,0.2,0.2857142857142857,0.23076923076923078,0.13,0.2,0.14,0.14,0.1,0.12,0.15,63,4,9
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_09,zero_shot,structured,fact_first,json,test_set_2,0.37,0.63,0.33,0,10,100,37,33,0.21428571428571427,0.26666666666666666,0.35714285714285715,0.4666666666666667,0.4666666666666667,0.2857142857142857,0.23076923076923078,0.12,0.18,0.15,0.14,0.14,0.15,0.11,57,4,6
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_09,few_shot,unstructured,fact_first,markdown,test_set_2,0.35,0.65,0.32,2,8,100,35,32,0.5,0.5333333333333333,0.42857142857142855,0.26666666666666666,0.06666666666666667,0.2857142857142857,0.15384615384615385,0.14,0.18,0.15,0.14,0.1,0.12,0.14,60,3,5
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_09,few_shot,unstructured,fact_first,number_list,test_set_2,0.2,0.8,0.16,44,10,100,20,16,0.2857142857142857,0.06666666666666667,0.0,0.2,0.2,0.2857142857142857,0.07692307692307693,0.12,0.16,0.15,0.15,0.14,0.13,0.13,74,4,6
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_09,few_shot,unstructured,answer_first,number_list,test_set_2,0.42,0.5800000000000001,0.39,0,6,100,42,39,0.42857142857142855,0.26666666666666666,0.5714285714285714,0.4,0.26666666666666666,0.42857142857142855,0.38461538461538464,0.14,0.17,0.15,0.14,0.13,0.13,0.13,55,3,3
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_09,few_shot,unstructured,fact_first,json,test_set_2,0.29,0.71,0.28,10,7,100,29,28,0.14285714285714285,0.4666666666666667,0.42857142857142855,0.13333333333333333,0.3333333333333333,0.2857142857142857,0.15384615384615385,0.13,0.18,0.13,0.15,0.13,0.13,0.13,65,1,6
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_09,few_shot,unstructured,answer_first,markdown,test_set_2,0.27,0.73,0.22,0,10,100,27,22,0.2857142857142857,0.3333333333333333,0.42857142857142855,0.2,0.06666666666666667,0.07142857142857142,0.15384615384615385,0.14,0.17,0.15,0.14,0.12,0.1,0.16,68,5,5
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_09,zero_shot,unstructured,fact_first,markdown,test_set_2,0.26,0.74,0.22,25,11,100,26,22,0.2857142857142857,0.3333333333333333,0.35714285714285715,0.13333333333333333,0.06666666666666667,0.07142857142857142,0.3076923076923077,0.16,0.18,0.13,0.14,0.12,0.11,0.15,67,4,7
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,zero_shot,unstructured,fact_first,markdown,test_set_1,0.43434343434343436,0.5656565656565656,0.41414141414141414,0,10,99,43,41,0.2857142857142857,0.35714285714285715,0.5384615384615384,0.3333333333333333,0.6428571428571429,0.46153846153846156,0.3125,0.15151515151515152,0.16161616161616163,0.1111111111111111,0.1414141414141414,0.1414141414141414,0.15151515151515152,0.1414141414141414,48,2,8
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,zero_shot,unstructured,answer_first,number_list,test_set_1,0.36363636363636365,0.6363636363636364,0.32323232323232326,0,9,99,36,32,0.42857142857142855,0.21428571428571427,0.3076923076923077,0.2,0.2857142857142857,0.38461538461538464,0.4375,0.16161616161616163,0.16161616161616163,0.1111111111111111,0.1414141414141414,0.1414141414141414,0.12121212121212122,0.16161616161616163,58,4,5
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,zero_shot,unstructured,answer_first,markdown,test_set_1,0.37373737373737376,0.6262626262626263,0.31313131313131315,0,13,99,37,31,0.0,0.42857142857142855,0.23076923076923078,0.3333333333333333,0.5,0.46153846153846156,0.25,0.1111111111111111,0.1414141414141414,0.10101010101010101,0.1414141414141414,0.1414141414141414,0.1717171717171717,0.15151515151515152,55,6,7
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,zero_shot,unstructured,fact_first,number_list,test_set_1,0.41414141414141414,0.5858585858585859,0.36363636363636365,0,8,99,41,36,0.42857142857142855,0.42857142857142855,0.38461538461538464,0.13333333333333333,0.35714285714285715,0.23076923076923078,0.5625,0.16161616161616163,0.15151515151515152,0.1111111111111111,0.1414141414141414,0.15151515151515152,0.12121212121212122,0.16161616161616163,55,5,3
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,zero_shot,unstructured,answer_first,json,test_set_1,0.35353535353535354,0.6464646464646464,0.31313131313131315,0,9,99,35,31,0.21428571428571427,0.35714285714285715,0.3076923076923077,0.13333333333333333,0.21428571428571427,0.6153846153846154,0.375,0.16161616161616163,0.1414141414141414,0.10101010101010101,0.16161616161616163,0.1414141414141414,0.15151515151515152,0.1414141414141414,59,4,5
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,few_shot,unstructured,answer_first,markdown,test_set_1,0.43434343434343436,0.5656565656565656,0.41414141414141414,0,8,99,43,41,0.35714285714285715,0.2857142857142857,0.38461538461538464,0.3333333333333333,0.5,0.6923076923076923,0.375,0.15151515151515152,0.1717171717171717,0.1111111111111111,0.1414141414141414,0.12121212121212122,0.1414141414141414,0.16161616161616163,50,2,6
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,zero_shot,unstructured,fact_first,json,test_set_1,0.3333333333333333,0.6666666666666667,0.29292929292929293,13,9,99,33,29,0.2857142857142857,0.2857142857142857,0.3076923076923077,0.26666666666666666,0.2857142857142857,0.3076923076923077,0.3125,0.1414141414141414,0.15151515151515152,0.1111111111111111,0.1414141414141414,0.1414141414141414,0.16161616161616163,0.15151515151515152,61,4,5
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,few_shot,unstructured,answer_first,json,test_set_1,0.40404040404040403,0.595959595959596,0.3838383838383838,0,8,99,40,38,0.2857142857142857,0.35714285714285715,0.5384615384615384,0.13333333333333333,0.42857142857142855,0.5384615384615384,0.4375,0.1414141414141414,0.15151515151515152,0.12121212121212122,0.13131313131313133,0.1414141414141414,0.1414141414141414,0.1717171717171717,53,2,6
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,zero_shot,structured,answer_first,json,test_set_1,0.3333333333333333,0.6666666666666667,0.32323232323232326,0,4,99,33,32,0.21428571428571427,0.35714285714285715,0.3076923076923077,0.3333333333333333,0.2857142857142857,0.38461538461538464,0.375,0.13131313131313133,0.1414141414141414,0.13131313131313133,0.15151515151515152,0.1414141414141414,0.1414141414141414,0.16161616161616163,63,1,3
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,zero_shot,structured,fact_first,number_list,test_set_1,0.42424242424242425,0.5757575757575757,0.42424242424242425,0,5,99,42,42,0.35714285714285715,0.42857142857142855,0.5384615384615384,0.4666666666666667,0.35714285714285715,0.46153846153846156,0.375,0.1414141414141414,0.13131313131313133,0.13131313131313133,0.15151515151515152,0.16161616161616163,0.13131313131313133,0.15151515151515152,52,0,5
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,zero_shot,structured,answer_first,number_list,test_set_1,0.35353535353535354,0.6464646464646464,0.32323232323232326,0,5,99,35,32,0.21428571428571427,0.21428571428571427,0.38461538461538464,0.4,0.5,0.3076923076923077,0.25,0.13131313131313133,0.1414141414141414,0.13131313131313133,0.15151515151515152,0.15151515151515152,0.13131313131313133,0.16161616161616163,62,3,2
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,few_shot,unstructured,fact_first,json,test_set_1,0.30303030303030304,0.696969696969697,0.29292929292929293,5,7,99,30,29,0.42857142857142855,0.2857142857142857,0.3076923076923077,0.26666666666666666,0.2857142857142857,0.38461538461538464,0.125,0.1414141414141414,0.1414141414141414,0.12121212121212122,0.13131313131313133,0.1414141414141414,0.15151515151515152,0.1717171717171717,63,1,6
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,few_shot,unstructured,fact_first,number_list,test_set_1,0.30303030303030304,0.696969696969697,0.2828282828282828,9,10,99,30,28,0.14285714285714285,0.21428571428571427,0.46153846153846156,0.26666666666666666,0.35714285714285715,0.15384615384615385,0.375,0.15151515151515152,0.16161616161616163,0.1111111111111111,0.1414141414141414,0.12121212121212122,0.1414141414141414,0.16161616161616163,61,2,8
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,zero_shot,structured,fact_first,json,test_set_1,0.29292929292929293,0.7070707070707071,0.2727272727272727,0,6,99,29,27,0.2857142857142857,0.2857142857142857,0.46153846153846156,0.13333333333333333,0.21428571428571427,0.46153846153846156,0.125,0.12121212121212122,0.15151515151515152,0.13131313131313133,0.1414141414141414,0.1414141414141414,0.15151515151515152,0.16161616161616163,66,2,4
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,zero_shot,structured,answer_first,markdown,test_set_1,0.32323232323232326,0.6767676767676767,0.30303030303030304,0,4,99,32,30,0.2857142857142857,0.42857142857142855,0.38461538461538464,0.4,0.14285714285714285,0.3076923076923077,0.1875,0.1414141414141414,0.13131313131313133,0.13131313131313133,0.15151515151515152,0.15151515151515152,0.1414141414141414,0.15151515151515152,65,2,2
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_09,few_shot,structured,fact_first,json,test_set_2,0.26,0.74,0.21,26,15,100,26,21,0.21428571428571427,0.13333333333333333,0.42857142857142855,0.2,0.06666666666666667,0.2857142857142857,0.15384615384615385,0.13,0.2,0.14,0.14,0.07,0.13,0.12,64,5,10
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_09,few_shot,structured,answer_first,markdown,test_set_2,0.27,0.73,0.25,0,17,100,27,25,0.14285714285714285,0.26666666666666666,0.5,0.13333333333333333,0.2,0.21428571428571427,0.3076923076923077,0.14,0.22,0.14,0.14,0.04,0.14,0.11,58,2,15
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_09,few_shot,structured,fact_first,number_list,test_set_2,0.35,0.65,0.29,3,15,100,35,29,0.42857142857142855,0.4,0.2857142857142857,0.3333333333333333,0.26666666666666666,0.07142857142857142,0.23076923076923078,0.11,0.18,0.14,0.15,0.09,0.13,0.12,56,6,9
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,zero_shot,structured,fact_first,markdown,test_set_1,0.37373737373737376,0.6262626262626263,0.3333333333333333,0,7,99,37,33,0.0,0.2857142857142857,0.46153846153846156,0.3333333333333333,0.5714285714285714,0.46153846153846156,0.25,0.1111111111111111,0.15151515151515152,0.12121212121212122,0.16161616161616163,0.1414141414141414,0.1414141414141414,0.1717171717171717,59,4,3
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_09,few_shot,structured,answer_first,number_list,test_set_2,0.31,0.69,0.26,0,16,100,31,26,0.07142857142857142,0.3333333333333333,0.35714285714285715,0.2,0.3333333333333333,0.21428571428571427,0.3076923076923077,0.11,0.21,0.17,0.13,0.09,0.1,0.12,58,5,11
llama2,seed_21,trained,full_model,all_domains_10_samples,10,"[""all""]",True,temp_09,few_shot,structured,fact_first,markdown,test_set_2,0.0,1.0,0.0,100,20,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.21,0.17,0.15,0.03,0.13,0.11,80,0,20
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,few_shot,unstructured,answer_first,number_list,test_set_1,0.35353535353535354,0.6464646464646464,0.32323232323232326,0,10,99,35,32,0.2857142857142857,0.2857142857142857,0.5384615384615384,0.26666666666666666,0.2857142857142857,0.23076923076923078,0.375,0.13131313131313133,0.1919191919191919,0.13131313131313133,0.15151515151515152,0.12121212121212122,0.13131313131313133,0.1414141414141414,57,3,7
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,few_shot,unstructured,fact_first,markdown,test_set_1,0.3434343434343434,0.6565656565656566,0.30303030303030304,3,10,99,34,30,0.21428571428571427,0.2857142857142857,0.3076923076923077,0.26666666666666666,0.2857142857142857,0.5384615384615384,0.25,0.13131313131313133,0.18181818181818182,0.13131313131313133,0.13131313131313133,0.09090909090909091,0.1414141414141414,0.18181818181818182,59,4,6
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,zero_shot,structured,answer_first,json,test_set_2,0.34,0.6599999999999999,0.31,0,7,100,34,31,0.2857142857142857,0.5333333333333333,0.42857142857142855,0.26666666666666666,0.3333333333333333,0.14285714285714285,0.15384615384615385,0.14,0.16,0.13,0.13,0.14,0.12,0.17,62,3,4
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,few_shot,unstructured,answer_first,json,test_set_2,0.36,0.64,0.33,0,6,100,36,33,0.5,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.26666666666666666,0.35714285714285715,0.07692307692307693,0.14,0.16,0.12,0.17,0.14,0.13,0.13,61,3,3
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,zero_shot,unstructured,answer_first,json,test_set_2,0.4,0.6,0.34,0,10,100,40,34,0.35714285714285715,0.4,0.35714285714285715,0.4666666666666667,0.26666666666666666,0.21428571428571427,0.3076923076923077,0.15,0.16,0.09,0.19,0.14,0.12,0.14,56,6,4
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,zero_shot,unstructured,fact_first,json,test_set_2,0.28,0.72,0.25,10,10,100,28,25,0.14285714285714285,0.4,0.2857142857142857,0.26666666666666666,0.06666666666666667,0.21428571428571427,0.38461538461538464,0.13,0.16,0.12,0.15,0.17,0.15,0.12,65,3,7
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,zero_shot,unstructured,answer_first,number_list,test_set_2,0.35,0.65,0.3,0,10,100,35,30,0.2857142857142857,0.4,0.35714285714285715,0.3333333333333333,0.2,0.14285714285714285,0.38461538461538464,0.18,0.17,0.11,0.14,0.13,0.13,0.13,60,5,5
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,zero_shot,unstructured,answer_first,markdown,test_set_2,0.34,0.6599999999999999,0.31,0,9,100,34,31,0.35714285714285715,0.4666666666666667,0.2857142857142857,0.3333333333333333,0.4,0.21428571428571427,0.07692307692307693,0.13,0.15,0.13,0.16,0.15,0.13,0.14,60,3,6
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,zero_shot,unstructured,fact_first,markdown,test_set_2,0.33,0.6699999999999999,0.29,2,8,100,33,29,0.21428571428571427,0.13333333333333333,0.35714285714285715,0.2,0.4,0.42857142857142855,0.3076923076923077,0.14,0.16,0.14,0.14,0.14,0.13,0.14,63,4,4
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,few_shot,unstructured,fact_first,json,test_set_2,0.31,0.69,0.28,5,6,100,31,28,0.35714285714285715,0.26666666666666666,0.6428571428571429,0.2,0.13333333333333333,0.21428571428571427,0.15384615384615385,0.14,0.17,0.15,0.14,0.13,0.13,0.13,66,3,3
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,zero_shot,unstructured,fact_first,number_list,test_set_2,0.35,0.65,0.33,1,8,100,35,33,0.42857142857142855,0.26666666666666666,0.35714285714285715,0.4,0.2,0.21428571428571427,0.46153846153846156,0.15,0.16,0.13,0.14,0.15,0.13,0.13,59,2,6
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,zero_shot,structured,answer_first,number_list,test_set_2,0.36,0.64,0.32,0,6,100,36,32,0.6428571428571429,0.3333333333333333,0.35714285714285715,0.3333333333333333,0.2,0.14285714285714285,0.23076923076923078,0.14,0.14,0.15,0.14,0.16,0.14,0.12,62,4,2
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,zero_shot,structured,fact_first,json,test_set_2,0.37,0.63,0.35,0,6,100,37,35,0.21428571428571427,0.3333333333333333,0.35714285714285715,0.26666666666666666,0.4,0.21428571428571427,0.6923076923076923,0.14,0.16,0.14,0.13,0.14,0.14,0.14,59,2,4
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,few_shot,unstructured,fact_first,number_list,test_set_2,0.3,0.7,0.27,7,7,100,30,27,0.5,0.3333333333333333,0.42857142857142855,0.06666666666666667,0.26666666666666666,0.14285714285714285,0.15384615384615385,0.16,0.19,0.12,0.16,0.11,0.13,0.13,66,3,4
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,zero_shot,structured,fact_first,number_list,test_set_2,0.31,0.69,0.3,0,5,100,31,30,0.14285714285714285,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.4666666666666667,0.07142857142857142,0.3076923076923077,0.14,0.15,0.15,0.14,0.15,0.14,0.12,65,1,4
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,few_shot,unstructured,answer_first,markdown,test_set_2,0.33,0.6699999999999999,0.27,0,9,100,33,27,0.35714285714285715,0.3333333333333333,0.42857142857142855,0.4,0.06666666666666667,0.21428571428571427,0.07692307692307693,0.16,0.17,0.12,0.14,0.13,0.13,0.14,64,6,3
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,few_shot,unstructured,answer_first,number_list,test_set_2,0.34,0.6599999999999999,0.3,0,7,100,34,30,0.42857142857142855,0.4,0.35714285714285715,0.26666666666666666,0.06666666666666667,0.2857142857142857,0.3076923076923077,0.15,0.2,0.13,0.15,0.1,0.13,0.13,63,4,3
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,few_shot,structured,fact_first,json,test_set_1,0.3434343434343434,0.6565656565656566,0.3333333333333333,18,4,99,34,33,0.35714285714285715,0.42857142857142855,0.5384615384615384,0.06666666666666667,0.42857142857142855,0.15384615384615385,0.375,0.13131313131313133,0.13131313131313133,0.13131313131313133,0.1414141414141414,0.15151515151515152,0.15151515151515152,0.16161616161616163,62,1,3
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,zero_shot,structured,answer_first,markdown,test_set_2,0.28,0.72,0.27,1,7,100,28,27,0.42857142857142855,0.26666666666666666,0.5714285714285714,0.13333333333333333,0.13333333333333333,0.14285714285714285,0.23076923076923078,0.14,0.15,0.14,0.13,0.15,0.14,0.14,66,1,6
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,few_shot,structured,answer_first,json,test_set_1,0.32323232323232326,0.6767676767676767,0.30303030303030304,0,9,99,32,30,0.35714285714285715,0.42857142857142855,0.3076923076923077,0.13333333333333333,0.2857142857142857,0.38461538461538464,0.25,0.15151515151515152,0.13131313131313133,0.1111111111111111,0.1414141414141414,0.16161616161616163,0.1414141414141414,0.16161616161616163,60,2,7
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,few_shot,structured,answer_first,number_list,test_set_1,0.35353535353535354,0.6464646464646464,0.3333333333333333,0,10,99,35,33,0.2857142857142857,0.5714285714285714,0.23076923076923078,0.13333333333333333,0.42857142857142855,0.38461538461538464,0.3125,0.15151515151515152,0.13131313131313133,0.1111111111111111,0.15151515151515152,0.16161616161616163,0.1414141414141414,0.15151515151515152,56,2,8
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,few_shot,unstructured,fact_first,markdown,test_set_2,0.31,0.69,0.27,1,9,100,31,27,0.2857142857142857,0.26666666666666666,0.35714285714285715,0.5333333333333333,0.0,0.35714285714285715,0.07692307692307693,0.14,0.2,0.15,0.14,0.09,0.12,0.14,64,4,5
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,zero_shot,structured,fact_first,markdown,test_set_2,0.27,0.73,0.25,0,7,100,27,25,0.21428571428571427,0.26666666666666666,0.21428571428571427,0.06666666666666667,0.5333333333333333,0.0,0.46153846153846156,0.14,0.16,0.13,0.16,0.15,0.12,0.14,68,2,5
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,few_shot,structured,answer_first,markdown,test_set_1,0.3333333333333333,0.6666666666666667,0.31313131313131315,0,13,99,33,31,0.35714285714285715,0.42857142857142855,0.23076923076923078,0.2,0.2857142857142857,0.38461538461538464,0.3125,0.15151515151515152,0.16161616161616163,0.12121212121212122,0.1414141414141414,0.13131313131313133,0.1414141414141414,0.1414141414141414,55,2,11
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,few_shot,structured,fact_first,number_list,test_set_1,0.31313131313131315,0.6868686868686869,0.2828282828282828,3,11,99,31,28,0.14285714285714285,0.42857142857142855,0.3076923076923077,0.2,0.42857142857142855,0.38461538461538464,0.125,0.15151515151515152,0.1414141414141414,0.12121212121212122,0.13131313131313133,0.16161616161616163,0.13131313131313133,0.16161616161616163,60,3,8
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,few_shot,structured,fact_first,markdown,test_set_1,0.010101010101010102,0.98989898989899,0.010101010101010102,98,13,99,1,1,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.15151515151515152,0.1717171717171717,0.13131313131313133,0.13131313131313133,0.1414141414141414,0.15151515151515152,0.12121212121212122,85,0,13
llama2,seed_21,trained,full_model,all_domains_20_samples,20,"[""all""]",True,temp_09,few_shot,structured,answer_first,json,test_set_2,0.3,0.7,0.26,0,9,100,30,26,0.35714285714285715,0.3333333333333333,0.42857142857142855,0.2,0.13333333333333333,0.14285714285714285,0.23076923076923078,0.15,0.14,0.13,0.14,0.15,0.14,0.12,65,4,5
